textbox2
Japan

AH5_label,AH5_Chart01_CategoryGroup2_label,AH5_Chart01_CategoryGroup2_Chart01_CategoryGroup3_label,AH5_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH1_label,AH1_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH1N12009_label,AH1N12009_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH3_label,AH3_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,ANOTSUBTYPED_label,ANOTSUBTYPED_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BYAMAGATA_label,BYAMAGATA_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BVICTORIA_label,BVICTORIA_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BNOTDETERMINED_label,BNOTDETERMINED_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0
AH5,2018,8,0,AH1,0,AH1N12009,28,AH3,187,ANOTSUBTYPED,0,BYAMAGATA,284,BVICTORIA,7,BNOTDETERMINED,4
AH5,2018,9,0,AH1,0,AH1N12009,24,AH3,204,ANOTSUBTYPED,0,BYAMAGATA,221,BVICTORIA,5,BNOTDETERMINED,4
AH5,2018,10,0,AH1,0,AH1N12009,20,AH3,164,ANOTSUBTYPED,0,BYAMAGATA,201,BVICTORIA,3,BNOTDETERMINED,0
AH5,2018,11,0,AH1,0,AH1N12009,24,AH3,144,ANOTSUBTYPED,1,BYAMAGATA,142,BVICTORIA,5,BNOTDETERMINED,1
AH5,2018,12,0,AH1,0,AH1N12009,19,AH3,106,ANOTSUBTYPED,0,BYAMAGATA,94,BVICTORIA,3,BNOTDETERMINED,1
AH5,2018,13,0,AH1,0,AH1N12009,10,AH3,115,ANOTSUBTYPED,1,BYAMAGATA,62,BVICTORIA,5,BNOTDETERMINED,1
AH5,2018,14,0,AH1,0,AH1N12009,5,AH3,97,ANOTSUBTYPED,1,BYAMAGATA,27,BVICTORIA,3,BNOTDETERMINED,0
AH5,2018,15,0,AH1,0,AH1N12009,9,AH3,80,ANOTSUBTYPED,0,BYAMAGATA,21,BVICTORIA,1,BNOTDETERMINED,0
AH5,2018,16,0,AH1,0,AH1N12009,2,AH3,92,ANOTSUBTYPED,0,BYAMAGATA,24,BVICTORIA,2,BNOTDETERMINED,1
AH5,2018,17,0,AH1,0,AH1N12009,4,AH3,45,ANOTSUBTYPED,0,BYAMAGATA,8,BVICTORIA,0,BNOTDETERMINED,0
AH5,2018,18,0,AH1,0,AH1N12009,1,AH3,31,ANOTSUBTYPED,0,BYAMAGATA,5,BVICTORIA,0,BNOTDETERMINED,0
