textbox2
Australia

AH5_label,AH5_Chart01_CategoryGroup2_label,AH5_Chart01_CategoryGroup2_Chart01_CategoryGroup3_label,AH5_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH1_label,AH1_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH1N12009_label,AH1N12009_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH3_label,AH3_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,ANOTSUBTYPED_label,ANOTSUBTYPED_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BYAMAGATA_label,BYAMAGATA_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BVICTORIA_label,BVICTORIA_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BNOTDETERMINED_label,BNOTDETERMINED_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0
AH5,2018,42,0,AH1,,AH1N12009,26,AH3,18,ANOTSUBTYPED,30,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,9
AH5,2018,43,0,AH1,,AH1N12009,21,AH3,24,ANOTSUBTYPED,11,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,3
AH5,2018,44,0,AH1,,AH1N12009,21,AH3,7,ANOTSUBTYPED,11,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,4
AH5,2018,45,0,AH1,,AH1N12009,25,AH3,8,ANOTSUBTYPED,14,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,6
AH5,2018,46,0,AH1,,AH1N12009,39,AH3,13,ANOTSUBTYPED,11,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,7
AH5,2018,47,0,AH1,,AH1N12009,78,AH3,5,ANOTSUBTYPED,22,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,8
AH5,2018,48,0,AH1,,AH1N12009,73,AH3,14,ANOTSUBTYPED,23,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,7
AH5,2018,49,0,AH1,,AH1N12009,136,AH3,28,ANOTSUBTYPED,22,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,3
AH5,2018,50,0,AH1,,AH1N12009,91,AH3,23,ANOTSUBTYPED,10,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,5
AH5,2018,51,0,AH1,,AH1N12009,92,AH3,28,ANOTSUBTYPED,18,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,7
AH5,2018,52,0,AH1,,AH1N12009,43,AH3,33,ANOTSUBTYPED,27,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,6
AH5,2019,1,0,AH1,,AH1N12009,25,AH3,28,ANOTSUBTYPED,27,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,7
AH5,2019,2,0,AH1,,AH1N12009,38,AH3,39,ANOTSUBTYPED,21,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,4
AH5,2019,3,0,AH1,,AH1N12009,36,AH3,50,ANOTSUBTYPED,33,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,6
AH5,2019,4,0,AH1,,AH1N12009,23,AH3,47,ANOTSUBTYPED,25,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2019,5,0,AH1,,AH1N12009,29,AH3,23,ANOTSUBTYPED,56,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2019,6,0,AH1,,AH1N12009,28,AH3,47,ANOTSUBTYPED,29,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2019,7,0,AH1,,AH1N12009,21,AH3,19,ANOTSUBTYPED,41,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1

