textbox2
Russian Federation

AH5_label,AH5_Chart01_CategoryGroup2_label,AH5_Chart01_CategoryGroup2_Chart01_CategoryGroup3_label,AH5_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH1_label,AH1_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH1N12009_label,AH1N12009_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH3_label,AH3_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,ANOTSUBTYPED_label,ANOTSUBTYPED_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BYAMAGATA_label,BYAMAGATA_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BVICTORIA_label,BVICTORIA_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BNOTDETERMINED_label,BNOTDETERMINED_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0
AH5,2018,44,0,AH1,0,AH1N12009,2,AH3,0,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,0
AH5,2018,45,,AH1,0,AH1N12009,0,AH3,0,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,0
AH5,2018,46,0,AH1,0,AH1N12009,4,AH3,2,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,0
AH5,2018,47,,AH1,0,AH1N12009,4,AH3,4,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,0
AH5,2018,48,0,AH1,0,AH1N12009,22,AH3,7,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2018,49,0,AH1,0,AH1N12009,18,AH3,16,ANOTSUBTYPED,3,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2018,50,0,AH1,0,AH1N12009,20,AH3,18,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,11
AH5,2018,51,0,AH1,0,AH1N12009,56,AH3,55,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2018,52,0,AH1,0,AH1N12009,101,AH3,105,ANOTSUBTYPED,4,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,5
AH5,2019,1,,AH1,0,AH1N12009,26,AH3,22,ANOTSUBTYPED,1,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,7
AH5,2019,2,0,AH1,0,AH1N12009,214,AH3,140,ANOTSUBTYPED,14,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,6
AH5,2019,3,0,AH1,0,AH1N12009,425,AH3,302,ANOTSUBTYPED,52,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,13
AH5,2019,4,0,AH1,0,AH1N12009,693,AH3,406,ANOTSUBTYPED,163,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,13
AH5,2019,5,0,AH1,0,AH1N12009,1001,AH3,569,ANOTSUBTYPED,182,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,9
AH5,2019,6,0,AH1,0,AH1N12009,1238,AH3,805,ANOTSUBTYPED,170,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,10
AH5,2019,7,0,AH1,0,AH1N12009,1065,AH3,866,ANOTSUBTYPED,324,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,22
AH5,2019,8,0,AH1,0,AH1N12009,1161,AH3,985,ANOTSUBTYPED,344,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,19
AH5,2019,9,0,AH1,0,AH1N12009,859,AH3,810,ANOTSUBTYPED,269,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,13
AH5,2019,10,,AH1,,AH1N12009,,AH3,,ANOTSUBTYPED,,BYAMAGATA,,BVICTORIA,,BNOTDETERMINED,

